"Tanggal","Source","Major","Total_Spending","Bulan","Month","Day","Week","Sources"
2022-02-05,"Facebook Ads","digital_marketing",2099722,Feb 2022,Feb 2022,5,"1","Facebook Ads"
2022-02-06,"Facebook Ads","digital_marketing",1529931,Feb 2022,Feb 2022,6,"1","Facebook Ads"
2022-02-07,"Facebook Ads","digital_marketing",1238605,Feb 2022,Feb 2022,7,"1","Facebook Ads"
2022-02-08,"Facebook Ads","digital_marketing",712996,Feb 2022,Feb 2022,8,"2","Facebook Ads"
2022-02-09,"Facebook Ads","digital_marketing",469733,Feb 2022,Feb 2022,9,"2","Facebook Ads"
2022-02-10,"Facebook Ads","digital_marketing",153137,Feb 2022,Feb 2022,10,"2","Facebook Ads"
2022-02-22,"Facebook Ads","digital_marketing",372532,Feb 2022,Feb 2022,22,"4","Facebook Ads"
2022-02-23,"Facebook Ads","digital_marketing",521438,Feb 2022,Feb 2022,23,"4","Facebook Ads"
2022-02-24,"Facebook Ads","digital_marketing",690278,Feb 2022,Feb 2022,24,"4","Facebook Ads"
2022-02-25,"Facebook Ads","digital_marketing",793839,Feb 2022,Feb 2022,25,"4","Facebook Ads"
2022-02-26,"Facebook Ads","digital_marketing",816825,Feb 2022,Feb 2022,26,"4","Facebook Ads"
2022-02-27,"Facebook Ads","digital_marketing",805243,Feb 2022,Feb 2022,27,"4","Facebook Ads"
2022-02-28,"Facebook Ads","digital_marketing",796702,Feb 2022,Feb 2022,28,"4","Facebook Ads"
2022-03-01,"Facebook Ads","digital_marketing",427361,Mar 2022,Mar 2022,1,"1","Facebook Ads"
2022-03-02,"Facebook Ads","digital_marketing",757864,Mar 2022,Mar 2022,2,"1","Facebook Ads"
2022-03-03,"Facebook Ads","digital_marketing",1436758,Mar 2022,Mar 2022,3,"1","Facebook Ads"
2022-03-04,"Facebook Ads","digital_marketing",1459399,Mar 2022,Mar 2022,4,"1","Facebook Ads"
2022-03-05,"Facebook Ads","digital_marketing",1130136,Mar 2022,Mar 2022,5,"1","Facebook Ads"
2022-03-06,"Facebook Ads","digital_marketing",57481,Mar 2022,Mar 2022,6,"1","Facebook Ads"
2022-03-10,"Facebook Ads","digital_marketing",118374,Mar 2022,Mar 2022,10,"2","Facebook Ads"
2022-03-11,"Facebook Ads","digital_marketing",69544,Mar 2022,Mar 2022,11,"2","Facebook Ads"
2022-03-18,"Facebook Ads","digital_marketing",116849,Mar 2022,Mar 2022,18,"3","Facebook Ads"
2022-03-19,"Facebook Ads","digital_marketing",115800,Mar 2022,Mar 2022,19,"3","Facebook Ads"
2022-03-20,"Facebook Ads","digital_marketing",268436,Mar 2022,Mar 2022,20,"3","Facebook Ads"
2022-03-21,"Facebook Ads","digital_marketing",520465,Mar 2022,Mar 2022,21,"3","Facebook Ads"
2022-03-22,"Facebook Ads","digital_marketing",593174,Mar 2022,Mar 2022,22,"4","Facebook Ads"
2022-03-23,"Facebook Ads","digital_marketing",785080,Mar 2022,Mar 2022,23,"4","Facebook Ads"
2022-03-24,"Facebook Ads","digital_marketing",1003268,Mar 2022,Mar 2022,24,"4","Facebook Ads"
2022-03-25,"Facebook Ads","digital_marketing",1023618,Mar 2022,Mar 2022,25,"4","Facebook Ads"
2022-03-26,"Facebook Ads","digital_marketing",1010476,Mar 2022,Mar 2022,26,"4","Facebook Ads"
2022-03-27,"Facebook Ads","digital_marketing",1056293,Mar 2022,Mar 2022,27,"4","Facebook Ads"
2022-03-28,"Facebook Ads","digital_marketing",1266635,Mar 2022,Mar 2022,28,"4","Facebook Ads"
2022-03-29,"Facebook Ads","digital_marketing",1520427,Mar 2022,Mar 2022,29,"5","Facebook Ads"
2022-03-30,"Facebook Ads","digital_marketing",1672065,Mar 2022,Mar 2022,30,"5","Facebook Ads"
2022-03-31,"Facebook Ads","digital_marketing",1495000,Mar 2022,Mar 2022,31,"5","Facebook Ads"
2022-04-01,"Facebook Ads","digital_marketing",338381,Apr 2022,Apr 2022,1,"1","Facebook Ads"
2022-04-11,"Facebook Ads","digital_marketing",32394,Apr 2022,Apr 2022,11,"2","Facebook Ads"
2022-04-12,"Facebook Ads","digital_marketing",145628,Apr 2022,Apr 2022,12,"2","Facebook Ads"
2022-04-13,"Facebook Ads","digital_marketing",142417,Apr 2022,Apr 2022,13,"2","Facebook Ads"
2022-04-14,"Facebook Ads","digital_marketing",195526,Apr 2022,Apr 2022,14,"2","Facebook Ads"
2022-04-15,"Facebook Ads","digital_marketing",192683,Apr 2022,Apr 2022,15,"3","Facebook Ads"
2022-04-16,"Facebook Ads","digital_marketing",196596,Apr 2022,Apr 2022,16,"3","Facebook Ads"
2022-04-17,"Facebook Ads","digital_marketing",332077,Apr 2022,Apr 2022,17,"3","Facebook Ads"
2022-04-18,"Facebook Ads","digital_marketing",402754,Apr 2022,Apr 2022,18,"3","Facebook Ads"
2022-04-19,"Facebook Ads","digital_marketing",392364,Apr 2022,Apr 2022,19,"3","Facebook Ads"
2022-04-20,"Facebook Ads","digital_marketing",431836,Apr 2022,Apr 2022,20,"3","Facebook Ads"
2022-04-21,"Facebook Ads","digital_marketing",584585,Apr 2022,Apr 2022,21,"3","Facebook Ads"
2022-04-22,"Facebook Ads","digital_marketing",636584,Apr 2022,Apr 2022,22,"4","Facebook Ads"
2022-04-23,"Facebook Ads","digital_marketing",696001,Apr 2022,Apr 2022,23,"4","Facebook Ads"
2022-04-24,"Facebook Ads","digital_marketing",679134,Apr 2022,Apr 2022,24,"4","Facebook Ads"
2022-04-25,"Facebook Ads","digital_marketing",837578,Apr 2022,Apr 2022,25,"4","Facebook Ads"
2022-04-26,"Facebook Ads","digital_marketing",911523,Apr 2022,Apr 2022,26,"4","Facebook Ads"
2022-04-27,"Facebook Ads","digital_marketing",578286,Apr 2022,Apr 2022,27,"4","Facebook Ads"
2022-04-28,"Facebook Ads","digital_marketing",390558,Apr 2022,Apr 2022,28,"4","Facebook Ads"
2022-04-29,"Facebook Ads","digital_marketing",264749,Apr 2022,Apr 2022,29,"5","Facebook Ads"
2022-04-30,"Facebook Ads","digital_marketing",273877,Apr 2022,Apr 2022,30,"5","Facebook Ads"
2022-05-01,"Facebook Ads","digital_marketing",164577,May 2022,May 2022,1,"1","Facebook Ads"
2022-05-04,"Facebook Ads","digital_marketing",78017,May 2022,May 2022,4,"1","Facebook Ads"
2022-05-05,"Facebook Ads","digital_marketing",75242,May 2022,May 2022,5,"1","Facebook Ads"
2022-05-06,"Facebook Ads","digital_marketing",78599,May 2022,May 2022,6,"1","Facebook Ads"
2022-05-07,"Facebook Ads","digital_marketing",80019,May 2022,May 2022,7,"1","Facebook Ads"
2022-05-08,"Facebook Ads","digital_marketing",68231,May 2022,May 2022,8,"2","Facebook Ads"
2022-05-09,"Facebook Ads","digital_marketing",69173,May 2022,May 2022,9,"2","Facebook Ads"
2022-05-10,"Facebook Ads","digital_marketing",65196,May 2022,May 2022,10,"2","Facebook Ads"
2022-05-11,"Facebook Ads","digital_marketing",67654,May 2022,May 2022,11,"2","Facebook Ads"
2022-05-12,"Facebook Ads","digital_marketing",67931,May 2022,May 2022,12,"2","Facebook Ads"
2022-05-13,"Facebook Ads","digital_marketing",73403,May 2022,May 2022,13,"2","Facebook Ads"
2022-05-14,"Facebook Ads","digital_marketing",59552,May 2022,May 2022,14,"2","Facebook Ads"
2022-05-25,"Facebook Ads","digital_marketing",62569,May 2022,May 2022,25,"4","Facebook Ads"
2022-05-26,"Facebook Ads","digital_marketing",92968,May 2022,May 2022,26,"4","Facebook Ads"
2022-05-27,"Facebook Ads","digital_marketing",95454,May 2022,May 2022,27,"4","Facebook Ads"
2022-05-28,"Facebook Ads","digital_marketing",132315,May 2022,May 2022,28,"4","Facebook Ads"
2022-05-29,"Facebook Ads","digital_marketing",193596,May 2022,May 2022,29,"5","Facebook Ads"
2022-05-30,"Facebook Ads","digital_marketing",220982,May 2022,May 2022,30,"5","Facebook Ads"
2022-05-31,"Facebook Ads","digital_marketing",368907,May 2022,May 2022,31,"5","Facebook Ads"
2022-06-01,"Facebook Ads","digital_marketing",477587,Jun 2022,Jun 2022,1,"1","Facebook Ads"
2022-06-02,"Facebook Ads","digital_marketing",592198,Jun 2022,Jun 2022,2,"1","Facebook Ads"
2022-06-03,"Facebook Ads","digital_marketing",759464,Jun 2022,Jun 2022,3,"1","Facebook Ads"
2022-06-04,"Facebook Ads","digital_marketing",886913,Jun 2022,Jun 2022,4,"1","Facebook Ads"
2022-06-05,"Facebook Ads","digital_marketing",314396,Jun 2022,Jun 2022,5,"1","Facebook Ads"
2022-06-06,"Facebook Ads","digital_marketing",1139080,Jun 2022,Jun 2022,6,"1","Facebook Ads"
2022-06-07,"Facebook Ads","digital_marketing",1683627,Jun 2022,Jun 2022,7,"1","Facebook Ads"
2022-06-08,"Facebook Ads","digital_marketing",1940803,Jun 2022,Jun 2022,8,"2","Facebook Ads"
2022-06-09,"Facebook Ads","digital_marketing",2057425,Jun 2022,Jun 2022,9,"2","Facebook Ads"
2022-06-10,"Facebook Ads","digital_marketing",1239704,Jun 2022,Jun 2022,10,"2","Facebook Ads"
2022-06-11,"Facebook Ads","digital_marketing",277653,Jun 2022,Jun 2022,11,"2","Facebook Ads"
2022-06-12,"Facebook Ads","digital_marketing",250110,Jun 2022,Jun 2022,12,"2","Facebook Ads"
2022-06-13,"Facebook Ads","digital_marketing",247428,Jun 2022,Jun 2022,13,"2","Facebook Ads"
2022-06-14,"Facebook Ads","digital_marketing",318849,Jun 2022,Jun 2022,14,"2","Facebook Ads"
2022-06-15,"Facebook Ads","digital_marketing",468027,Jun 2022,Jun 2022,15,"3","Facebook Ads"
2022-06-16,"Facebook Ads","digital_marketing",460767,Jun 2022,Jun 2022,16,"3","Facebook Ads"
2022-06-17,"Facebook Ads","digital_marketing",665102,Jun 2022,Jun 2022,17,"3","Facebook Ads"
2022-06-18,"Facebook Ads","digital_marketing",742049,Jun 2022,Jun 2022,18,"3","Facebook Ads"
2022-06-19,"Facebook Ads","digital_marketing",215278,Jun 2022,Jun 2022,19,"3","Facebook Ads"
2022-06-20,"Facebook Ads","digital_marketing",940824,Jun 2022,Jun 2022,20,"3","Facebook Ads"
2022-06-21,"Facebook Ads","digital_marketing",887912,Jun 2022,Jun 2022,21,"3","Facebook Ads"
2022-06-22,"Facebook Ads","digital_marketing",630202,Jun 2022,Jun 2022,22,"4","Facebook Ads"
2022-06-23,"Facebook Ads","digital_marketing",454081,Jun 2022,Jun 2022,23,"4","Facebook Ads"
2022-06-24,"Facebook Ads","digital_marketing",299323,Jun 2022,Jun 2022,24,"4","Facebook Ads"
2022-06-25,"Facebook Ads","digital_marketing",311488,Jun 2022,Jun 2022,25,"4","Facebook Ads"
2022-06-26,"Facebook Ads","digital_marketing",174405,Jun 2022,Jun 2022,26,"4","Facebook Ads"
2022-06-27,"Facebook Ads","digital_marketing",216465,Jun 2022,Jun 2022,27,"4","Facebook Ads"
2022-06-28,"Facebook Ads","digital_marketing",264052,Jun 2022,Jun 2022,28,"4","Facebook Ads"
2022-06-29,"Facebook Ads","digital_marketing",255120,Jun 2022,Jun 2022,29,"5","Facebook Ads"
2022-06-30,"Facebook Ads","digital_marketing",210044,Jun 2022,Jun 2022,30,"5","Facebook Ads"
2022-07-01,"Facebook Ads","digital_marketing",342455,Jul 2022,Jul 2022,1,"1","Facebook Ads"
2022-07-02,"Facebook Ads","digital_marketing",354897,Jul 2022,Jul 2022,2,"1","Facebook Ads"
2022-07-03,"Facebook Ads","digital_marketing",337051,Jul 2022,Jul 2022,3,"1","Facebook Ads"
2022-07-04,"Facebook Ads","digital_marketing",334538,Jul 2022,Jul 2022,4,"1","Facebook Ads"
2022-07-05,"Facebook Ads","digital_marketing",496317,Jul 2022,Jul 2022,5,"1","Facebook Ads"
2022-07-06,"Facebook Ads","digital_marketing",510355,Jul 2022,Jul 2022,6,"1","Facebook Ads"
2022-07-07,"Facebook Ads","digital_marketing",517639,Jul 2022,Jul 2022,7,"1","Facebook Ads"
2022-07-08,"Facebook Ads","digital_marketing",409311,Jul 2022,Jul 2022,8,"2","Facebook Ads"
2022-07-09,"Facebook Ads","digital_marketing",227546,Jul 2022,Jul 2022,9,"2","Facebook Ads"
2022-07-10,"Facebook Ads","digital_marketing",220153,Jul 2022,Jul 2022,10,"2","Facebook Ads"
2022-07-11,"Facebook Ads","digital_marketing",222977,Jul 2022,Jul 2022,11,"2","Facebook Ads"
2022-07-12,"Facebook Ads","digital_marketing",305042,Jul 2022,Jul 2022,12,"2","Facebook Ads"
2022-07-13,"Facebook Ads","digital_marketing",220212,Jul 2022,Jul 2022,13,"2","Facebook Ads"
2022-07-14,"Facebook Ads","digital_marketing",216616,Jul 2022,Jul 2022,14,"2","Facebook Ads"
2022-07-15,"Facebook Ads","digital_marketing",162755,Jul 2022,Jul 2022,15,"3","Facebook Ads"
2022-07-16,"Facebook Ads","digital_marketing",37184,Jul 2022,Jul 2022,16,"3","Facebook Ads"
2022-07-21,"Facebook Ads","digital_marketing",112199,Jul 2022,Jul 2022,21,"3","Facebook Ads"
2022-07-22,"Facebook Ads","digital_marketing",226514,Jul 2022,Jul 2022,22,"4","Facebook Ads"
2022-07-23,"Facebook Ads","digital_marketing",237208,Jul 2022,Jul 2022,23,"4","Facebook Ads"
2022-07-24,"Facebook Ads","digital_marketing",242961,Jul 2022,Jul 2022,24,"4","Facebook Ads"
2022-07-25,"Facebook Ads","digital_marketing",355926,Jul 2022,Jul 2022,25,"4","Facebook Ads"
2022-07-26,"Facebook Ads","digital_marketing",723772,Jul 2022,Jul 2022,26,"4","Facebook Ads"
2022-07-27,"Facebook Ads","digital_marketing",861681,Jul 2022,Jul 2022,27,"4","Facebook Ads"
2022-07-28,"Facebook Ads","digital_marketing",977025,Jul 2022,Jul 2022,28,"4","Facebook Ads"
2022-07-29,"Facebook Ads","digital_marketing",1049608,Jul 2022,Jul 2022,29,"5","Facebook Ads"
2022-07-30,"Facebook Ads","digital_marketing",1079966,Jul 2022,Jul 2022,30,"5","Facebook Ads"
2022-07-31,"Facebook Ads","digital_marketing",1064903,Jul 2022,Jul 2022,31,"5","Facebook Ads"
2022-08-01,"Facebook Ads","digital_marketing",691767,Aug 2022,Aug 2022,1,"1","Facebook Ads"
2022-08-02,"Facebook Ads","digital_marketing",492918,Aug 2022,Aug 2022,2,"1","Facebook Ads"
2022-08-03,"Facebook Ads","digital_marketing",490115,Aug 2022,Aug 2022,3,"1","Facebook Ads"
2022-08-04,"Facebook Ads","digital_marketing",593994,Aug 2022,Aug 2022,4,"1","Facebook Ads"
2022-08-05,"Facebook Ads","digital_marketing",769729,Aug 2022,Aug 2022,5,"1","Facebook Ads"
2022-08-06,"Facebook Ads","digital_marketing",824783,Aug 2022,Aug 2022,6,"1","Facebook Ads"
2022-08-07,"Facebook Ads","digital_marketing",800656,Aug 2022,Aug 2022,7,"1","Facebook Ads"
2022-08-08,"Facebook Ads","digital_marketing",311994,Aug 2022,Aug 2022,8,"2","Facebook Ads"
2022-08-09,"Facebook Ads","digital_marketing",78667,Aug 2022,Aug 2022,9,"2","Facebook Ads"
2022-08-10,"Facebook Ads","digital_marketing",78250,Aug 2022,Aug 2022,10,"2","Facebook Ads"
2022-08-11,"Facebook Ads","digital_marketing",158856,Aug 2022,Aug 2022,11,"2","Facebook Ads"
2022-08-12,"Facebook Ads","digital_marketing",202328,Aug 2022,Aug 2022,12,"2","Facebook Ads"
2022-08-13,"Facebook Ads","digital_marketing",208942,Aug 2022,Aug 2022,13,"2","Facebook Ads"
2022-08-14,"Facebook Ads","digital_marketing",212487,Aug 2022,Aug 2022,14,"2","Facebook Ads"
2022-08-15,"Facebook Ads","digital_marketing",210097,Aug 2022,Aug 2022,15,"3","Facebook Ads"
2022-08-16,"Facebook Ads","digital_marketing",209897,Aug 2022,Aug 2022,16,"3","Facebook Ads"
2022-08-17,"Facebook Ads","digital_marketing",84493,Aug 2022,Aug 2022,17,"3","Facebook Ads"
2022-08-18,"Facebook Ads","digital_marketing",243049,Aug 2022,Aug 2022,18,"3","Facebook Ads"
2022-08-19,"Facebook Ads","digital_marketing",178635,Aug 2022,Aug 2022,19,"3","Facebook Ads"
2022-08-20,"Facebook Ads","digital_marketing",69309,Aug 2022,Aug 2022,20,"3","Facebook Ads"
2022-08-21,"Facebook Ads","digital_marketing",61801,Aug 2022,Aug 2022,21,"3","Facebook Ads"
2022-08-22,"Facebook Ads","digital_marketing",59561,Aug 2022,Aug 2022,22,"4","Facebook Ads"
2022-08-23,"Facebook Ads","digital_marketing",60394,Aug 2022,Aug 2022,23,"4","Facebook Ads"
2022-08-24,"Facebook Ads","digital_marketing",57928,Aug 2022,Aug 2022,24,"4","Facebook Ads"
2022-08-25,"Facebook Ads","digital_marketing",30499,Aug 2022,Aug 2022,25,"4","Facebook Ads"
2022-08-27,"Facebook Ads","digital_marketing",94157,Aug 2022,Aug 2022,27,"4","Facebook Ads"
2022-08-28,"Facebook Ads","digital_marketing",81565,Aug 2022,Aug 2022,28,"4","Facebook Ads"
2022-08-29,"Facebook Ads","digital_marketing",80805,Aug 2022,Aug 2022,29,"5","Facebook Ads"
2022-08-30,"Facebook Ads","digital_marketing",79702,Aug 2022,Aug 2022,30,"5","Facebook Ads"
2022-08-31,"Facebook Ads","digital_marketing",79450,Aug 2022,Aug 2022,31,"5","Facebook Ads"
2022-09-01,"Facebook Ads","digital_marketing",79036,Sep 2022,Sep 2022,1,"1","Facebook Ads"
2022-09-02,"Facebook Ads","digital_marketing",116652,Sep 2022,Sep 2022,2,"1","Facebook Ads"
2022-09-03,"Facebook Ads","digital_marketing",208623,Sep 2022,Sep 2022,3,"1","Facebook Ads"
2022-09-04,"Facebook Ads","digital_marketing",184719,Sep 2022,Sep 2022,4,"1","Facebook Ads"
2022-09-05,"Facebook Ads","digital_marketing",180884,Sep 2022,Sep 2022,5,"1","Facebook Ads"
2022-09-06,"Facebook Ads","digital_marketing",217052,Sep 2022,Sep 2022,6,"1","Facebook Ads"
2022-09-07,"Facebook Ads","digital_marketing",418938,Sep 2022,Sep 2022,7,"1","Facebook Ads"
2022-09-08,"Facebook Ads","digital_marketing",1095024,Sep 2022,Sep 2022,8,"2","Facebook Ads"
2022-09-09,"Facebook Ads","digital_marketing",1410722,Sep 2022,Sep 2022,9,"2","Facebook Ads"
2022-09-10,"Facebook Ads","digital_marketing",1578481,Sep 2022,Sep 2022,10,"2","Facebook Ads"
2022-09-11,"Facebook Ads","digital_marketing",1508569,Sep 2022,Sep 2022,11,"2","Facebook Ads"
2022-09-12,"Facebook Ads","digital_marketing",680195,Sep 2022,Sep 2022,12,"2","Facebook Ads"
2022-09-13,"Facebook Ads","digital_marketing",679975,Sep 2022,Sep 2022,13,"2","Facebook Ads"
2022-09-14,"Facebook Ads","digital_marketing",595338,Sep 2022,Sep 2022,14,"2","Facebook Ads"
2022-09-15,"Facebook Ads","digital_marketing",223719,Sep 2022,Sep 2022,15,"3","Facebook Ads"
2022-09-16,"Facebook Ads","digital_marketing",230344,Sep 2022,Sep 2022,16,"3","Facebook Ads"
2022-09-17,"Facebook Ads","digital_marketing",233445,Sep 2022,Sep 2022,17,"3","Facebook Ads"
2022-09-18,"Facebook Ads","digital_marketing",222199,Sep 2022,Sep 2022,18,"3","Facebook Ads"
2022-09-19,"Facebook Ads","digital_marketing",67484,Sep 2022,Sep 2022,19,"3","Facebook Ads"
2022-09-21,"Facebook Ads","digital_marketing",231,Sep 2022,Sep 2022,21,"3","Facebook Ads"
2022-09-22,"Facebook Ads","digital_marketing",190109,Sep 2022,Sep 2022,22,"4","Facebook Ads"
2022-09-23,"Facebook Ads","digital_marketing",198247,Sep 2022,Sep 2022,23,"4","Facebook Ads"
2022-09-24,"Facebook Ads","digital_marketing",196233,Sep 2022,Sep 2022,24,"4","Facebook Ads"
2022-09-25,"Facebook Ads","digital_marketing",206720,Sep 2022,Sep 2022,25,"4","Facebook Ads"
2022-09-26,"Facebook Ads","digital_marketing",326610,Sep 2022,Sep 2022,26,"4","Facebook Ads"
2022-09-27,"Facebook Ads","digital_marketing",422709,Sep 2022,Sep 2022,27,"4","Facebook Ads"
2022-09-28,"Facebook Ads","digital_marketing",268857,Sep 2022,Sep 2022,28,"4","Facebook Ads"
2022-09-29,"Facebook Ads","digital_marketing",181838,Sep 2022,Sep 2022,29,"5","Facebook Ads"
2022-09-30,"Facebook Ads","digital_marketing",273026,Sep 2022,Sep 2022,30,"5","Facebook Ads"
2022-10-01,"Facebook Ads","digital_marketing",412089,Oct 2022,Oct 2022,1,"1","Facebook Ads"
2022-10-02,"Facebook Ads","digital_marketing",410748,Oct 2022,Oct 2022,2,"1","Facebook Ads"
2022-10-03,"Facebook Ads","digital_marketing",406716,Oct 2022,Oct 2022,3,"1","Facebook Ads"
2022-10-04,"Facebook Ads","digital_marketing",573725,Oct 2022,Oct 2022,4,"1","Facebook Ads"
2022-10-05,"Facebook Ads","digital_marketing",659696,Oct 2022,Oct 2022,5,"1","Facebook Ads"
2022-10-06,"Facebook Ads","digital_marketing",599245,Oct 2022,Oct 2022,6,"1","Facebook Ads"
2022-10-07,"Facebook Ads","digital_marketing",668880,Oct 2022,Oct 2022,7,"1","Facebook Ads"
2022-10-08,"Facebook Ads","digital_marketing",721924,Oct 2022,Oct 2022,8,"2","Facebook Ads"
2022-10-09,"Facebook Ads","digital_marketing",769720,Oct 2022,Oct 2022,9,"2","Facebook Ads"
2022-10-10,"Facebook Ads","digital_marketing",606015,Oct 2022,Oct 2022,10,"2","Facebook Ads"
2022-10-11,"Facebook Ads","digital_marketing",682320,Oct 2022,Oct 2022,11,"2","Facebook Ads"
2022-10-12,"Facebook Ads","digital_marketing",943325,Oct 2022,Oct 2022,12,"2","Facebook Ads"
2022-10-13,"Facebook Ads","digital_marketing",1310141,Oct 2022,Oct 2022,13,"2","Facebook Ads"
2022-10-14,"Facebook Ads","digital_marketing",858331,Oct 2022,Oct 2022,14,"2","Facebook Ads"
2022-10-15,"Facebook Ads","digital_marketing",1118260,Oct 2022,Oct 2022,15,"3","Facebook Ads"
2022-10-16,"Facebook Ads","digital_marketing",1021723,Oct 2022,Oct 2022,16,"3","Facebook Ads"
2022-10-17,"Facebook Ads","digital_marketing",1005785,Oct 2022,Oct 2022,17,"3","Facebook Ads"
2022-10-18,"Facebook Ads","digital_marketing",1458645,Oct 2022,Oct 2022,18,"3","Facebook Ads"
2022-10-19,"Facebook Ads","digital_marketing",1809506,Oct 2022,Oct 2022,19,"3","Facebook Ads"
2022-10-20,"Facebook Ads","digital_marketing",1986802,Oct 2022,Oct 2022,20,"3","Facebook Ads"
2022-10-21,"Facebook Ads","digital_marketing",683489,Oct 2022,Oct 2022,21,"3","Facebook Ads"
2022-10-22,"Facebook Ads","digital_marketing",486825,Oct 2022,Oct 2022,22,"4","Facebook Ads"
2022-10-23,"Facebook Ads","digital_marketing",507525,Oct 2022,Oct 2022,23,"4","Facebook Ads"
2022-10-24,"Facebook Ads","digital_marketing",370387,Oct 2022,Oct 2022,24,"4","Facebook Ads"
2022-10-25,"Facebook Ads","digital_marketing",603892,Oct 2022,Oct 2022,25,"4","Facebook Ads"
2022-10-26,"Facebook Ads","digital_marketing",1321108,Oct 2022,Oct 2022,26,"4","Facebook Ads"
2022-10-27,"Facebook Ads","digital_marketing",950859,Oct 2022,Oct 2022,27,"4","Facebook Ads"
2022-10-28,"Facebook Ads","digital_marketing",397184,Oct 2022,Oct 2022,28,"4","Facebook Ads"
2022-10-29,"Facebook Ads","digital_marketing",642391,Oct 2022,Oct 2022,29,"5","Facebook Ads"
2022-10-30,"Facebook Ads","digital_marketing",617052,Oct 2022,Oct 2022,30,"5","Facebook Ads"
2022-10-31,"Facebook Ads","digital_marketing",731521,Oct 2022,Oct 2022,31,"5","Facebook Ads"
2022-11-01,"Facebook Ads","digital_marketing",1057585,Nov 2022,Nov 2022,1,"1","Facebook Ads"
2022-11-02,"Facebook Ads","digital_marketing",723833,Nov 2022,Nov 2022,2,"1","Facebook Ads"
2022-11-03,"Facebook Ads","digital_marketing",1289265,Nov 2022,Nov 2022,3,"1","Facebook Ads"
2022-11-04,"Facebook Ads","digital_marketing",1441614,Nov 2022,Nov 2022,4,"1","Facebook Ads"
